positions,skills
"['machine learning engineer', 'ai researcher']","['ANN', 'Python', 'Exploratory Data Analysis', 'PyTorch', 'Statistics', 'Predictive Modeling', 'Snowflake', 'Regression', 'Big Data', 'Data Cleaning', 'Data Analysis', 'NLP', 'Tableau', 'Feature Engineering', 'Visualization', 'Classification', 'SQL', 'Dimensionality Reduction']"
['cloud data engineer'],"['CI/CD', 'Algorithms', 'Version Control', 'Deployment', 'Object-Oriented Design', 'Infrastructure as Code', 'Golang', 'Code Review', 'Web Development', 'DevOps', 'Microservices', 'Terraform', 'Debugging', 'API Integration', 'Docker', 'ETL Pipelines', 'Data Structures', 'Git']"
"['assistant project manager', 'agile project lead']","['Project Planning', 'Communication', 'Presentation', 'A/B Testing', 'Scope Management', 'Reporting', 'Stakeholder Management', 'Documentation', 'Google Analytics', 'Time Management', 'Risk Management', 'Team Coordination', 'Scheduling', 'User Research', 'Performance Metrics', 'Wireframing', 'Issue Tracking', 'Customer Retention', 'Budgeting', 'MS Project']"
['data scientist'],"['Statistics', 'Predictive Modeling', 'Exploratory Data Analysis', 'TensorFlow', 'Big Data', 'Dimensionality Reduction', 'CNN', 'PyTorch', 'Classification', 'Data Analysis', 'Clustering', 'Machine Learning', 'Tableau', 'Data Cleaning', 'Feature Engineering', 'NLP', 'Regression', 'Python', 'ANN']"
['cloud data engineer'],"['System Design', 'Object-Oriented Design', 'Code Review', 'CI/CD', 'Programming', 'Terraform', 'Algorithms', 'API Integration', 'Version Control', 'ETL Pipelines', 'Deployment', 'Docker', 'Debugging']"
['android intern'],"['App Lifecycle', 'Firebase', 'Fragments', 'Kotlin', 'Testing', 'UI Design', 'REST APIs', 'Bug Fixing', 'Performance Optimization', 'Glide', 'Version Control', 'XML', 'Retrofit', 'Notifications', 'Java', 'React Native', 'MVVM']"
"['assistant project manager', 'agile project lead']","['MS Project', 'Team Coordination', 'Documentation', 'Scope Management', 'Scheduling', 'Reporting', 'Wireframing', 'A/B Testing', 'Project Planning', 'Communication', 'Risk Management', 'Time Management', 'Stakeholder Management', 'User Research', 'Presentation', 'Performance Metrics', 'Google Analytics', 'Issue Tracking']"
['software engineer'],"['Git', 'ETL Pipelines', 'Data Structures', 'Terraform', 'Docker', 'Testing', 'Version Control', 'Microservices', 'Golang', 'Programming', 'Object-Oriented Design']"
"['android developer', 'mobile application developer']","['Firebase', 'Bug Fixing', 'Java', 'Version Control', 'REST APIs', 'XML', 'UI Design', 'Performance Optimization', 'Glide', 'App Lifecycle', 'React Native', 'Retrofit', 'Play Store Deployment']"
['software engineer'],"['Testing', 'DevOps', 'Infrastructure as Code', 'Programming', 'Microservices', 'Terraform', 'Databases', 'Debugging', 'Deployment', 'Golang', 'Data Structures', 'ETL Pipelines', 'Docker', 'CI/CD', 'Object-Oriented Design']"
"['devops engineer', 'cloud data engineer']","['Code Review', 'Docker', 'Testing', 'API Integration', 'Terraform', 'Infrastructure as Code', 'Version Control', 'Web Development', 'CI/CD', 'Git', 'Golang', 'Deployment', 'Object-Oriented Design', 'System Design', 'Data Structures']"
['machine learning engineer'],"['Visualization', 'Big Data', 'RNN', 'Classification', 'ANN', 'Regression', 'Data Analysis', 'Exploratory Data Analysis', 'Feature Engineering', 'Snowflake', 'Deep Learning', 'TensorFlow', 'SQL', 'Tableau', 'Predictive Modeling', 'Data Cleaning']"
"['assistant project manager', 'agile project lead']","['Scope Management', 'Customer Retention', 'Issue Tracking', 'Performance Metrics', 'Reporting', 'A/B Testing', 'Documentation', 'Scheduling', 'MS Project', 'Risk Management', 'Wireframing', 'Project Planning', 'Budgeting', 'Presentation', 'Communication', 'User Research', 'Team Coordination', 'Google Analytics']"
"['software engineer', 'cloud data engineer']","['Debugging', 'API Integration', 'Databases', 'Code Review', 'Algorithms', 'Git', 'Docker', 'Version Control', 'DevOps', 'Microservices', 'Object-Oriented Design', 'Programming']"
"['assistant project manager', 'agile project lead']","['Google Analytics', 'Stakeholder Management', 'Communication', 'MS Project', 'User Research', 'Documentation', 'A/B Testing', 'Presentation', 'Issue Tracking', 'Wireframing', 'Risk Management', 'Performance Metrics']"
"['android intern', 'mobile application developer']","['MVVM', 'Version Control', 'Firebase', 'Performance Optimization', 'Glide', 'REST APIs', 'Android SDK', 'Notifications', 'Testing', 'Play Store Deployment', 'Kotlin', 'Retrofit', 'React Native', 'App Lifecycle', 'XML', 'Java']"
['project manager'],"['Time Management', 'Documentation', 'Wireframing', 'Issue Tracking', 'Scheduling', 'Project Planning', 'Scope Management', 'Performance Metrics', 'User Research', 'Stakeholder Management', 'Risk Management', 'Presentation', 'Reporting', 'A/B Testing', 'Communication', 'Google Analytics', 'Customer Retention', 'MS Project']"
"['ai researcher', 'data scientist']","['CNN', 'Data Cleaning', 'Tableau', 'SQL', 'Regression', 'Big Data', 'TensorFlow', 'NLP', 'Deep Learning', 'Machine Learning', 'RNN', 'Feature Engineering', 'Classification', 'Visualization']"
"['android developer', 'android intern']","['App Lifecycle', 'UI Design', 'Notifications', 'Testing', 'Fragments', 'Performance Optimization', 'Bug Fixing', 'React Native', 'XML', 'MVVM', 'Firebase', 'Android SDK', 'Retrofit', 'Play Store Deployment']"
"['devops engineer', 'cloud data engineer']","['System Design', 'Deployment', 'Git', 'Testing', 'Data Structures', 'ETL Pipelines', 'Version Control', 'Databases', 'API Integration', 'Golang', 'Programming', 'CI/CD', 'Object-Oriented Design', 'Microservices', 'Debugging', 'DevOps', 'Docker', 'Algorithms', 'Terraform']"
['devops engineer'],"['CI/CD', 'API Integration', 'ETL Pipelines', 'Git', 'Deployment', 'Algorithms', 'Web Development', 'Golang', 'DevOps', 'Infrastructure as Code', 'Terraform', 'Microservices']"
"['project manager', 'agile project lead']","['Project Planning', 'Stakeholder Management', 'Reporting', 'Budgeting', 'Communication', 'Customer Retention', 'Issue Tracking', 'Risk Management', 'Wireframing', 'A/B Testing', 'Time Management', 'Presentation', 'MS Project', 'User Research', 'Scope Management', 'Team Coordination']"
['software engineer'],"['Version Control', 'Debugging', 'Microservices', 'Web Development', 'Data Structures', 'Deployment', 'ETL Pipelines', 'API Integration', 'System Design', 'Terraform', 'Object-Oriented Design', 'Code Review', 'Testing', 'Databases']"
['mobile application developer'],"['Glide', 'Fragments', 'Notifications', 'Play Store Deployment', 'Retrofit', 'Version Control', 'Java', 'React Native', 'Testing', 'MVVM', 'Kotlin', 'REST APIs', 'Firebase', 'Performance Optimization', 'UI Design', 'App Lifecycle', 'Bug Fixing', 'XML']"
"['mobile application developer', 'android intern']","['Play Store Deployment', 'Notifications', 'Glide', 'Retrofit', 'XML', 'UI Design', 'Firebase', 'Testing', 'REST APIs', 'React Native']"
"['devops engineer', 'cloud data engineer']","['Debugging', 'Deployment', 'Terraform', 'Databases', 'DevOps', 'Docker', 'Programming', 'Version Control', 'ETL Pipelines', 'Algorithms']"
"['cloud data engineer', 'software engineer']","['System Design', 'Code Review', 'Testing', 'Object-Oriented Design', 'DevOps', 'ETL Pipelines', 'Docker', 'Terraform', 'CI/CD', 'Data Structures', 'Algorithms', 'Programming', 'Version Control']"
['assistant project manager'],"['Team Coordination', 'Scope Management', 'Google Analytics', 'Risk Management', 'Stakeholder Management', 'Performance Metrics', 'Issue Tracking', 'Wireframing', 'Budgeting', 'Time Management', 'Presentation', 'Scheduling', 'Documentation', 'A/B Testing']"
"['machine learning engineer', 'ai researcher']","['Python', 'TensorFlow', 'Dimensionality Reduction', 'CNN', 'Big Data', 'NLP', 'Predictive Modeling', 'Regression', 'Deep Learning', 'Classification', 'Statistics', 'Clustering', 'PyTorch', 'Feature Engineering', 'SQL', 'ANN', 'Exploratory Data Analysis', 'Tableau', 'Data Analysis']"
"['android intern', 'mobile application developer']","['Notifications', 'Testing', 'React Native', 'XML', 'Retrofit', 'Firebase', 'Play Store Deployment', 'REST APIs', 'Kotlin', 'UI Design', 'Glide', 'Version Control', 'Android SDK', 'Java', 'Performance Optimization', 'MVVM', 'Fragments', 'Bug Fixing', 'App Lifecycle']"
"['ai researcher', 'data scientist']","['Machine Learning', 'ANN', 'Data Cleaning', 'PyTorch', 'Clustering', 'Big Data', 'Feature Engineering', 'CNN', 'Tableau', 'Exploratory Data Analysis', 'Data Analysis', 'NLP', 'Visualization', 'RNN', 'Deep Learning', 'Python', 'Predictive Modeling', 'Statistics', 'TensorFlow']"
['agile project lead'],"['Presentation', 'Documentation', 'Scheduling', 'MS Project', 'A/B Testing', 'Issue Tracking', 'Wireframing', 'Project Planning', 'Scope Management', 'Time Management', 'Google Analytics', 'Risk Management', 'Budgeting', 'Customer Retention']"
['android intern'],"['Glide', 'Java', 'MVVM', 'Performance Optimization', 'REST APIs', 'Play Store Deployment', 'App Lifecycle', 'Testing', 'Retrofit', 'XML', 'Notifications', 'Fragments']"
"['android intern', 'android developer']","['Performance Optimization', 'Android SDK', 'Kotlin', 'Play Store Deployment', 'Glide', 'XML', 'MVVM', 'Bug Fixing', 'REST APIs', 'Notifications', 'Fragments', 'Retrofit', 'Version Control', 'React Native', 'Java', 'Testing', 'UI Design', 'App Lifecycle']"
['software engineer'],"['ETL Pipelines', 'Infrastructure as Code', 'System Design', 'Data Structures', 'DevOps', 'Debugging', 'Deployment', 'Object-Oriented Design', 'Golang', 'CI/CD', 'Microservices', 'Code Review', 'API Integration', 'Version Control']"
['machine learning engineer'],"['RNN', 'Predictive Modeling', 'Clustering', 'NLP', 'Classification', 'Deep Learning', 'SQL', 'Machine Learning', 'ANN', 'Exploratory Data Analysis', 'Statistics', 'Regression', 'Data Analysis', 'Snowflake', 'Visualization', 'CNN', 'Python', 'Dimensionality Reduction', 'TensorFlow', 'Big Data']"
"['agile project lead', 'assistant project manager']","['Project Planning', 'A/B Testing', 'Risk Management', 'Scope Management', 'Presentation', 'MS Project', 'Budgeting', 'Customer Retention', 'Communication', 'Reporting', 'Issue Tracking', 'Documentation', 'User Research', 'Time Management', 'Scheduling', 'Stakeholder Management', 'Team Coordination', 'Google Analytics', 'Performance Metrics', 'Wireframing']"
['project manager'],"['A/B Testing', 'Risk Management', 'MS Project', 'Communication', 'Stakeholder Management', 'Customer Retention', 'Google Analytics', 'User Research', 'Documentation', 'Wireframing', 'Issue Tracking', 'Presentation', 'Budgeting', 'Reporting', 'Time Management']"
"['android developer', 'mobile application developer']","['Bug Fixing', 'MVVM', 'Retrofit', 'Performance Optimization', 'Kotlin', 'UI Design', 'Testing', 'Java', 'Version Control', 'App Lifecycle', 'React Native', 'Play Store Deployment', 'XML', 'Glide', 'Firebase', 'Android SDK']"
"['mobile application developer', 'android developer']","['Kotlin', 'Play Store Deployment', 'Performance Optimization', 'Java', 'App Lifecycle', 'Android SDK', 'Testing', 'XML', 'Retrofit', 'UI Design', 'Firebase', 'Bug Fixing', 'Notifications', 'Version Control']"
['assistant project manager'],"['Scheduling', 'Performance Metrics', 'Time Management', 'Communication', 'Google Analytics', 'User Research', 'A/B Testing', 'MS Project', 'Reporting', 'Project Planning', 'Documentation', 'Scope Management', 'Wireframing']"
"['software engineer', 'cloud data engineer']","['Testing', 'Object-Oriented Design', 'Golang', 'API Integration', 'Data Structures', 'Databases', 'Deployment', 'Debugging', 'ETL Pipelines', 'Git', 'Code Review']"
['android developer'],"['Bug Fixing', 'Play Store Deployment', 'Retrofit', 'Testing', 'Java', 'UI Design', 'REST APIs', 'Android SDK', 'Glide', 'Notifications', 'App Lifecycle', 'MVVM']"
['android developer'],"['Kotlin', 'Glide', 'Fragments', 'Java', 'Performance Optimization', 'MVVM', 'Version Control', 'Firebase', 'XML', 'Testing', 'React Native', 'Bug Fixing', 'Retrofit', 'Android SDK', 'Notifications']"
"['agile project lead', 'project manager']","['A/B Testing', 'Presentation', 'Customer Retention', 'Scheduling', 'Documentation', 'Performance Metrics', 'Team Coordination', 'Issue Tracking', 'MS Project', 'Stakeholder Management', 'User Research', 'Time Management', 'Scope Management', 'Budgeting', 'Wireframing']"
['project manager'],"['Issue Tracking', 'Scope Management', 'Customer Retention', 'Project Planning', 'Team Coordination', 'Stakeholder Management', 'Presentation', 'A/B Testing', 'Performance Metrics', 'Time Management', 'MS Project', 'Wireframing', 'Reporting', 'Google Analytics', 'Documentation', 'Scheduling', 'Risk Management', 'Communication']"
['devops engineer'],"['Microservices', 'System Design', 'ETL Pipelines', 'Version Control', 'DevOps', 'CI/CD', 'Deployment', 'Databases', 'Terraform', 'Data Structures', 'Debugging', 'Object-Oriented Design', 'Infrastructure as Code', 'Docker', 'Golang', 'API Integration']"
"['devops engineer', 'cloud data engineer']","['Git', 'System Design', 'Code Review', 'Web Development', 'API Integration', 'Microservices', 'Golang', 'Programming', 'Version Control', 'DevOps', 'Databases', 'Testing', 'Terraform', 'Debugging', 'Deployment', 'Infrastructure as Code', 'Docker', 'Object-Oriented Design', 'Data Structures', 'CI/CD']"
"['software engineer', 'devops engineer']","['System Design', 'Web Development', 'Microservices', 'Testing', 'Git', 'API Integration', 'DevOps', 'Docker', 'Deployment', 'ETL Pipelines', 'Data Structures', 'Terraform', 'Algorithms', 'Databases', 'Version Control', 'Infrastructure as Code', 'Debugging', 'Programming', 'Object-Oriented Design']"
['agile project lead'],"['Performance Metrics', 'Scope Management', 'Issue Tracking', 'Google Analytics', 'Reporting', 'Wireframing', 'A/B Testing', 'Risk Management', 'MS Project', 'Time Management', 'Budgeting', 'Customer Retention', 'Scheduling', 'Communication', 'Presentation', 'User Research', 'Documentation']"
"['android developer', 'android intern']","['Firebase', 'Testing', 'App Lifecycle', 'REST APIs', 'Notifications', 'Retrofit', 'Performance Optimization', 'Version Control', 'Fragments', 'Bug Fixing', 'Kotlin', 'MVVM', 'Java', 'Android SDK', 'XML', 'Play Store Deployment']"
"['software engineer', 'cloud data engineer']","['DevOps', 'Microservices', 'Git', 'Object-Oriented Design', 'Algorithms', 'Data Structures', 'Web Development', 'CI/CD', 'Debugging', 'Deployment', 'Golang', 'System Design', 'Code Review', 'ETL Pipelines', 'Programming', 'Testing']"
['cloud data engineer'],"['Testing', 'Golang', 'Algorithms', 'Data Structures', 'Code Review', 'Databases', 'System Design', 'Debugging', 'Programming', 'Deployment', 'Git', 'Web Development', 'Microservices', 'Docker', 'Infrastructure as Code', 'Object-Oriented Design']"
['cloud data engineer'],"['Object-Oriented Design', 'CI/CD', 'Microservices', 'Programming', 'Terraform', 'Debugging', 'Code Review', 'Data Structures', 'Testing', 'Docker', 'Web Development', 'Deployment', 'Algorithms', 'DevOps', 'Golang', 'Databases', 'Infrastructure as Code', 'API Integration', 'System Design', 'Version Control']"
"['ai researcher', 'data scientist']","['Regression', 'Snowflake', 'SQL', 'Visualization', 'ANN', 'TensorFlow', 'Predictive Modeling', 'Data Cleaning', 'Big Data', 'Python', 'Feature Engineering', 'Data Analysis']"
"['assistant project manager', 'project manager']","['Presentation', 'Stakeholder Management', 'Customer Retention', 'Issue Tracking', 'User Research', 'Communication', 'A/B Testing', 'Wireframing', 'Documentation', 'MS Project', 'Project Planning', 'Risk Management', 'Team Coordination', 'Scope Management', 'Performance Metrics', 'Google Analytics']"
['agile project lead'],"['Performance Metrics', 'Team Coordination', 'A/B Testing', 'Stakeholder Management', 'Project Planning', 'Scheduling', 'Wireframing', 'Issue Tracking', 'MS Project', 'Presentation', 'Customer Retention', 'Communication', 'Time Management', 'Reporting', 'Scope Management', 'Budgeting', 'Google Analytics']"
['agile project lead'],"['Performance Metrics', 'Reporting', 'Documentation', 'Scheduling', 'Stakeholder Management', 'Scope Management', 'Google Analytics', 'Project Planning', 'Risk Management', 'Time Management', 'A/B Testing', 'Budgeting', 'MS Project', 'User Research', 'Team Coordination', 'Wireframing']"
"['android intern', 'mobile application developer']","['React Native', 'Android SDK', 'Java', 'Kotlin', 'REST APIs', 'Retrofit', 'XML', 'Testing', 'Firebase', 'MVVM', 'Notifications', 'Performance Optimization', 'Fragments', 'UI Design', 'Bug Fixing', 'Version Control', 'App Lifecycle', 'Glide']"
['project manager'],"['User Research', 'Budgeting', 'Reporting', 'A/B Testing', 'Presentation', 'Customer Retention', 'Project Planning', 'Scope Management', 'MS Project', 'Performance Metrics', 'Team Coordination', 'Communication', 'Scheduling', 'Issue Tracking', 'Google Analytics', 'Stakeholder Management', 'Risk Management']"
"['android intern', 'android developer']","['Testing', 'MVVM', 'Firebase', 'REST APIs', 'Performance Optimization', 'React Native', 'Play Store Deployment', 'UI Design', 'Bug Fixing', 'XML', 'Version Control', 'Kotlin', 'Glide', 'Retrofit']"
"['software engineer', 'cloud data engineer']","['Infrastructure as Code', 'Git', 'Terraform', 'Object-Oriented Design', 'System Design', 'CI/CD', 'Code Review', 'ETL Pipelines', 'Testing', 'Data Structures', 'Web Development', 'Docker', 'Version Control', 'Deployment', 'Algorithms', 'Debugging']"
"['ai researcher', 'machine learning engineer']","['Classification', 'NLP', 'Dimensionality Reduction', 'Visualization', 'Predictive Modeling', 'Big Data', 'Python', 'Tableau', 'ANN', 'Machine Learning', 'RNN', 'Statistics', 'Deep Learning', 'Exploratory Data Analysis', 'Clustering', 'Data Analysis', 'CNN', 'Data Cleaning', 'Regression']"
"['devops engineer', 'cloud data engineer']","['Object-Oriented Design', 'Code Review', 'System Design', 'Docker', 'Databases', 'Microservices', 'Version Control', 'ETL Pipelines', 'Debugging', 'API Integration']"
"['assistant project manager', 'agile project lead']","['User Research', 'Issue Tracking', 'Customer Retention', 'Documentation', 'MS Project', 'Wireframing', 'Team Coordination', 'Stakeholder Management', 'Presentation', 'Google Analytics', 'Time Management', 'Budgeting', 'Scheduling', 'Risk Management']"
"['assistant project manager', 'project manager']","['Reporting', 'MS Project', 'Documentation', 'Team Coordination', 'Presentation', 'User Research', 'Customer Retention', 'Project Planning', 'Scheduling', 'Communication', 'Risk Management', 'Budgeting', 'Wireframing']"
"['ai researcher', 'data scientist']","['Python', 'Snowflake', 'Clustering', 'TensorFlow', 'Regression', 'Machine Learning', 'Classification', 'ANN', 'Dimensionality Reduction', 'SQL', 'Deep Learning', 'Visualization', 'Predictive Modeling', 'Data Analysis', 'Data Cleaning', 'PyTorch', 'Exploratory Data Analysis', 'Tableau', 'Feature Engineering', 'NLP']"
"['android intern', 'android developer']","['Retrofit', 'UI Design', 'Play Store Deployment', 'Bug Fixing', 'Java', 'Kotlin', 'Firebase', 'App Lifecycle', 'Fragments', 'Android SDK', 'Notifications', 'Glide', 'MVVM', 'REST APIs', 'XML', 'Version Control']"
['project manager'],"['A/B Testing', 'Team Coordination', 'Scope Management', 'Documentation', 'Project Planning', 'Budgeting', 'Risk Management', 'User Research', 'Google Analytics', 'Reporting', 'Time Management', 'Customer Retention']"
['android developer'],"['Bug Fixing', 'Play Store Deployment', 'Glide', 'MVVM', 'Retrofit', 'Android SDK', 'Testing', 'Notifications', 'XML', 'React Native', 'Java', 'Kotlin', 'Firebase', 'Version Control', 'Fragments', 'App Lifecycle', 'REST APIs']"
"['ai researcher', 'data scientist']","['Machine Learning', 'Data Analysis', 'Tableau', 'Dimensionality Reduction', 'RNN', 'Clustering', 'TensorFlow', 'Exploratory Data Analysis', 'ANN', 'Data Cleaning']"
['assistant project manager'],"['User Research', 'Scope Management', 'MS Project', 'Wireframing', 'Scheduling', 'Performance Metrics', 'Communication', 'Google Analytics', 'A/B Testing', 'Project Planning']"
['data scientist'],"['CNN', 'Deep Learning', 'Snowflake', 'Machine Learning', 'Regression', 'Visualization', 'Data Analysis', 'Big Data', 'Python', 'Data Cleaning', 'Classification', 'Clustering', 'Exploratory Data Analysis', 'NLP', 'Feature Engineering', 'ANN']"
['project manager'],"['Presentation', 'Customer Retention', 'Wireframing', 'Google Analytics', 'Scheduling', 'Risk Management', 'Time Management', 'Scope Management', 'Project Planning', 'MS Project', 'Team Coordination']"
['software engineer'],"['Algorithms', 'ETL Pipelines', 'Docker', 'Infrastructure as Code', 'CI/CD', 'Programming', 'DevOps', 'Deployment', 'Microservices', 'Git', 'Data Structures', 'Debugging', 'Web Development', 'System Design', 'Code Review', 'Testing', 'Golang', 'Terraform', 'API Integration', 'Databases']"
['devops engineer'],"['Databases', 'DevOps', 'Data Structures', 'CI/CD', 'ETL Pipelines', 'Debugging', 'Code Review', 'Algorithms', 'API Integration', 'Version Control', 'Infrastructure as Code', 'System Design', 'Git', 'Microservices', 'Docker', 'Object-Oriented Design', 'Programming', 'Testing', 'Terraform']"
['data scientist'],"['SQL', 'PyTorch', 'Snowflake', 'Exploratory Data Analysis', 'Data Analysis', 'Tableau', 'Classification', 'Regression', 'RNN', 'Deep Learning', 'Statistics', 'Data Cleaning', 'Clustering', 'Machine Learning', 'Python', 'TensorFlow']"
['machine learning engineer'],"['SQL', 'Classification', 'ANN', 'Exploratory Data Analysis', 'TensorFlow', 'Python', 'Clustering', 'Feature Engineering', 'Statistics', 'Snowflake', 'RNN', 'NLP', 'PyTorch', 'Regression', 'Dimensionality Reduction', 'Predictive Modeling', 'Data Analysis', 'Visualization', 'Data Cleaning', 'Tableau']"
"['ai researcher', 'machine learning engineer']","['PyTorch', 'CNN', 'ANN', 'NLP', 'TensorFlow', 'Clustering', 'SQL', 'Snowflake', 'Machine Learning', 'Exploratory Data Analysis', 'Data Cleaning', 'Predictive Modeling']"
['project manager'],"['Documentation', 'Presentation', 'Project Planning', 'Performance Metrics', 'Google Analytics', 'Time Management', 'Stakeholder Management', 'Scope Management', 'Scheduling', 'Risk Management', 'Communication', 'Wireframing', 'Budgeting', 'MS Project', 'User Research', 'Customer Retention']"
"['assistant project manager', 'project manager']","['Team Coordination', 'Performance Metrics', 'Communication', 'Wireframing', 'Scheduling', 'Documentation', 'MS Project', 'Customer Retention', 'Reporting', 'Stakeholder Management', 'Project Planning', 'User Research', 'Presentation', 'Google Analytics', 'Scope Management', 'Risk Management', 'Budgeting', 'Time Management', 'A/B Testing', 'Issue Tracking']"
['android developer'],"['Retrofit', 'Version Control', 'UI Design', 'Play Store Deployment', 'XML', 'Testing', 'Fragments', 'MVVM', 'Bug Fixing', 'Notifications', 'Java']"
['ai researcher'],"['SQL', 'Regression', 'NLP', 'Statistics', 'Machine Learning', 'TensorFlow', 'Python', 'Data Cleaning', 'RNN', 'Tableau', 'CNN', 'ANN', 'Data Analysis', 'Big Data', 'Classification', 'Dimensionality Reduction', 'PyTorch']"
"['ai researcher', 'machine learning engineer']","['Exploratory Data Analysis', 'Tableau', 'Big Data', 'Deep Learning', 'Data Cleaning', 'Visualization', 'Data Analysis', 'Clustering', 'Classification', 'PyTorch', 'RNN', 'Regression', 'SQL', 'Machine Learning']"
['cloud data engineer'],"['System Design', 'Git', 'Deployment', 'Debugging', 'Terraform', 'API Integration', 'Microservices', 'Object-Oriented Design', 'Algorithms', 'Testing']"
"['assistant project manager', 'project manager']","['Communication', 'Risk Management', 'Documentation', 'Team Coordination', 'Wireframing', 'Scheduling', 'Project Planning', 'Google Analytics', 'Time Management', 'Customer Retention']"
['agile project lead'],"['Reporting', 'Communication', 'A/B Testing', 'MS Project', 'Scheduling', 'User Research', 'Budgeting', 'Scope Management', 'Risk Management', 'Wireframing', 'Stakeholder Management', 'Project Planning', 'Issue Tracking', 'Team Coordination']"
"['ai researcher', 'machine learning engineer']","['Python', 'SQL', 'Machine Learning', 'TensorFlow', 'Statistics', 'Big Data', 'NLP', 'PyTorch', 'RNN', 'Tableau', 'Predictive Modeling', 'Exploratory Data Analysis', 'Regression', 'Feature Engineering', 'Data Analysis']"
"['agile project lead', 'project manager']","['Risk Management', 'Scheduling', 'A/B Testing', 'Project Planning', 'Performance Metrics', 'MS Project', 'Budgeting', 'Google Analytics', 'User Research', 'Customer Retention', 'Team Coordination', 'Scope Management', 'Communication', 'Reporting', 'Time Management', 'Stakeholder Management', 'Issue Tracking', 'Presentation', 'Documentation', 'Wireframing']"
"['data scientist', 'ai researcher']","['Predictive Modeling', 'Classification', 'Feature Engineering', 'PyTorch', 'Tableau', 'Exploratory Data Analysis', 'Python', 'Deep Learning', 'Visualization', 'SQL', 'Data Cleaning', 'Dimensionality Reduction']"
['agile project lead'],"['Documentation', 'Reporting', 'Risk Management', 'Team Coordination', 'Project Planning', 'Presentation', 'A/B Testing', 'Communication', 'User Research', 'Scheduling', 'Google Analytics', 'Time Management', 'Stakeholder Management', 'Customer Retention', 'Budgeting', 'Issue Tracking']"
"['cloud data engineer', 'software engineer']","['Version Control', 'Testing', 'Docker', 'Microservices', 'Web Development', 'Code Review', 'Terraform', 'API Integration', 'Algorithms', 'CI/CD', 'ETL Pipelines', 'Infrastructure as Code', 'Golang', 'Databases', 'Programming', 'Git', 'Debugging', 'Object-Oriented Design', 'Deployment']"
['assistant project manager'],"['User Research', 'Performance Metrics', 'Scope Management', 'Presentation', 'Risk Management', 'Google Analytics', 'Customer Retention', 'Reporting', 'Issue Tracking', 'Team Coordination']"
['cloud data engineer'],"['Microservices', 'Debugging', 'Code Review', 'DevOps', 'Version Control', 'Infrastructure as Code', 'Databases', 'Testing', 'Deployment', 'Golang', 'Git', 'Object-Oriented Design', 'Data Structures', 'Docker', 'System Design', 'ETL Pipelines', 'API Integration', 'Programming', 'CI/CD', 'Web Development']"
"['data scientist', 'machine learning engineer']","['PyTorch', 'Machine Learning', 'SQL', 'NLP', 'Statistics', 'Snowflake', 'Feature Engineering', 'Python', 'Visualization', 'Data Cleaning', 'Data Analysis', 'ANN', 'Classification', 'Deep Learning', 'TensorFlow']"
"['android developer', 'android intern']","['App Lifecycle', 'UI Design', 'MVVM', 'Bug Fixing', 'Notifications', 'Glide', 'React Native', 'Play Store Deployment', 'Kotlin', 'Retrofit', 'Testing']"
['ai researcher'],"['Snowflake', 'Dimensionality Reduction', 'PyTorch', 'Python', 'Classification', 'Machine Learning', 'SQL', 'Data Analysis', 'CNN', 'Clustering', 'RNN', 'Big Data', 'Data Cleaning', 'Exploratory Data Analysis', 'TensorFlow', 'NLP', 'ANN', 'Feature Engineering', 'Tableau']"
['project manager'],"['Customer Retention', 'Presentation', 'Project Planning', 'Scheduling', 'Team Coordination', 'Scope Management', 'A/B Testing', 'Time Management', 'Budgeting', 'Reporting', 'Documentation', 'User Research', 'MS Project', 'Performance Metrics', 'Issue Tracking', 'Stakeholder Management', 'Google Analytics', 'Communication', 'Risk Management']"
['project manager'],"['Presentation', 'Budgeting', 'Documentation', 'Time Management', 'A/B Testing', 'Scope Management', 'Communication', 'Team Coordination', 'Google Analytics', 'Wireframing', 'Risk Management', 'Reporting', 'Stakeholder Management', 'Scheduling', 'MS Project', 'Issue Tracking', 'Customer Retention', 'Project Planning', 'User Research', 'Performance Metrics']"
['data scientist'],"['Visualization', 'Feature Engineering', 'SQL', 'Statistics', 'Snowflake', 'Data Cleaning', 'TensorFlow', 'Regression', 'Clustering', 'ANN']"
"['data scientist', 'machine learning engineer']","['RNN', 'Data Cleaning', 'Regression', 'Predictive Modeling', 'PyTorch', 'Dimensionality Reduction', 'Tableau', 'SQL', 'Visualization', 'CNN', 'Classification', 'Clustering']"
"['cloud data engineer', 'software engineer']","['Debugging', 'Databases', 'Golang', 'Object-Oriented Design', 'Web Development', 'Git', 'Version Control', 'Programming', 'ETL Pipelines', 'Deployment', 'Algorithms', 'Infrastructure as Code', 'Code Review', 'Microservices']"
"['machine learning engineer', 'ai researcher']","['Tableau', 'Big Data', 'Data Cleaning', 'Deep Learning', 'Predictive Modeling', 'PyTorch', 'Machine Learning', 'Visualization', 'ANN', 'Classification', 'Statistics', 'Snowflake', 'SQL', 'TensorFlow', 'Data Analysis']"
['android intern'],"['REST APIs', 'Firebase', 'UI Design', 'Testing', 'Retrofit', 'App Lifecycle', 'Version Control', 'MVVM', 'Notifications', 'Bug Fixing', 'Android SDK']"
